Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7
2015-01-27,-1.3595929972612715,-1.3587232494824228,-1.3639158780711447,-1.359282382890288,0.0071301460266113,0.05291097740830951,-6.984950037630014,2.100678351289543,-1.2720173576992353,0.43436216458085963,1.5814179775256234,-0.21855572146418792,-0.7544897284137714
2015-01-28,-1.3555824194755497,-1.3512566200785772,-1.3553909824871329,-1.3552679308882924,0.0237798690795898,0.31619631725254593,-6.915878274417051,2.4484639214225807,-1.0848066003756611,0.10572588860389139,1.1544138244354856,-0.26638436242028385,-0.5390718266556679
2015-01-29,-1.3421878632088775,-1.3323415938697305,-1.3374106097712872,-1.3418792649791424,0.0285699367523193,0.39194259790109204,-6.731983505600663,3.0953550848812355,-1.085897435737632,0.05052785988602829,0.8691766272439241,-0.7559229931950541,-0.9024017107430057
2015-01-30,-1.3263768075892628,-1.3160792595830781,-1.3265076365194806,-1.3257936701870896,0.0247101783752441,0.3309074808128778,-6.614177466308324,3.418544501633223,-0.9531912557308662,-0.07934070847840943,0.6060967839909597,-1.0281642319477147,-1.0229242080331677
2015-02-02,-1.3121316285093454,-1.3184637930185337,-1.3207582474248363,-1.3118812166864267,-0.0094401836395263,-0.20911889922075638,-6.542753327148856,3.6256557084335754,-0.768691092320902,-0.35567648080350533,0.20902591435246975,-1.1709840622548175,-1.0428998235160503
2015-02-03,-1.3173362207302686,-1.3196309614866337,-1.330758649944641,-1.3171962781128634,-0.0291697978973388,-0.521107163430028,-6.502982630446756,3.5422537031835355,-0.5021186639100892,-0.30168372191354853,0.02710971376036775,-0.8450431187313642,-0.9123824925860177
2015-02-04,-1.3341724823107792,-1.3151019590405442,-1.333034697877515,-1.3336196098552613,0.0583498477935791,0.8628581785435335,-6.5774697232325074,2.8671089328931822,0.11010797317934963,-0.3562377433052416,-0.0705728245940534,-0.47183390224754507,-0.642499016898247
2015-02-05,-1.3010520447805205,-1.3058034902819051,-1.3095374123065422,-1.3007671742365765,-0.0241298675537109,-0.44140975530551435,-6.366108682634895,3.8530347954054642,-0.3490185668387573,-0.30215635359880366,0.10319512763466776,-0.8737686506309627,-0.7124051061442768
2015-02-06,-1.3144691625616582,-1.3011124476777411,-1.313056355617741,-1.314352898111985,0.0359499454498291,0.5086441245147549,-6.371181905956795,3.7969675472991287,-0.15867505632028037,-0.3413568966974393,-0.01691181788168933,-0.3531002689729832,-0.2563113304810082
2015-02-09,-1.294399755381387,-1.286732149245138,-1.289871383877272,-1.2941121723338502,0.0029699802398681,-0.012874541034599762,-6.26216220393125,3.989973345100826,-0.17696501589906502,-0.28785355785468214,0.02083306512706895,-0.08899709535325104,0.3091476934243861
2015-02-10,-1.292715565185474,-1.2824878155401844,-1.290637554114842,-1.2924399985697606,0.0195798873901367,0.24978118212215036,-6.213934974185126,4.217495135001611,-0.18889818733458216,-0.4163315019359731,0.05502464148666919,0.279286856945094,0.41085034194358266
2015-02-11,-1.2816923852428135,-1.2819293961293687,-1.2826291671491286,-1.2814160282557139,0.0038001537322998,0.00025315540750147356,-6.159596786164599,4.456693272103837,-0.18337814649833364,-0.5738414101262416,0.22351234657525537,-0.24194971696890924,-0.10350893838356581
2015-02-12,-1.2795575019365042,-1.2818734742999593,-1.2892980417196274,-1.2792764458822834,-0.0306100845336914,-0.5438826988139256,-6.139896831082849,4.252781093242845,0.05284154608387383,-0.5612771744640871,0.23751446607950866,-0.14812622024166314,0.3495649590749682
2015-02-13,-1.296973916746131,-1.2984709401214285,-1.2969375519513924,-1.2965106953182564,-0.0115299224853515,-0.242164349914326,-6.265477981613616,3.2110981579286637,1.026196146355236,-0.40411223283437603,-0.08017024217082308,0.45612326827192695,0.4195798276337876
2015-02-16,-1.3032938266910836,-1.306546318582559,-1.3039753032558394,-1.3030023324083555,-0.0011100769042968,-0.07739328578292105,-6.354161500305849,2.54178738978552,1.5080476831344205,-0.4632399473370621,-0.09944308382491449,0.5589259825431611,0.6700036885910047
2015-02-17,-1.3039753724405658,-1.3090593390784426,-1.3063704309854385,-1.3036273336964346,-0.0033600330352783,-0.11297228386566185,-6.3704129297078635,2.4412174650296703,1.5887943226094356,-0.4322760589724396,-0.08527129243962742,0.6650609631258082,0.8552590226685866
2015-02-18,-1.3058117185643923,-1.3042286250479687,-1.3009615018550695,-1.3055191170196512,-0.0081899166107177,-0.18934818120169428,-6.369615454233996,2.544751486969385,1.4662300823113292,-0.39107600101754136,0.09161554434540908,0.5545365993591072,0.7197622484604452
2015-02-19,-1.310424876798967,-1.3096848646845496,-1.311035787976025,-1.3101302465829683,0.009890079498291,0.09655434731461443,-6.534654403920504,1.39017159883026,2.1471420436667166,-0.4948396713921993,-0.057601505416353005,1.1628329967387283,1.0342230146653157
2015-02-20,-1.304904826259712,-1.3045302034851403,-1.3001669148478263,-1.3045618824437728,-0.0006999969482421,-0.07090861091778228,-6.512536820021051,1.7214739049015835,1.8742808789308523,-0.5979789437857818,0.08402232521643876,1.1610669390502655,0.9409925183318861
2015-02-23,-1.3053216770984102,-1.2948297632908188,-1.301250946951884,-1.30495599837629,0.019320011138916,0.24567170793435908,-6.58195223370127,1.1170287598985271,2.188295553884611,-0.6583632523452901,0.053164735213347136,0.7099659542455585,1.1423708482036319
