Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
2015-01-29,-0.5272109003034597,-0.532758506813892,-0.5078560863288497,-0.5051577571964988,-0.0200004577636718,-0.018473330396136568,4.992499747758504,-2.866731192283339,-3.0910973722765394,0.8276597084447427,-0.5587173994781107,0.18943364276819794,0.5396864024923164,0.1743324871357137,0.8857742998222626,-0.24866386371979643,-0.4075489860372148,-0.4778517565515795
2015-01-30,-0.5439845114626184,-0.5494809898409286,-0.5244405575253354,-0.5085493699252783,0.0,-0.004363274233542683,4.993470655907074,-2.9092928044959,-3.168254315007642,0.8363777944285383,-0.585279354053152,0.10499578633334494,0.5218535095544397,0.1057002920165982,0.6761604772818679,-0.3182971040879335,-0.26564251449506415,-0.6409899073238707
2015-02-02,-0.5439845114626184,-0.5339652771597554,-0.5244405575253354,-0.5085493699252783,0.2290000915527343,0.15719323568380925,5.904617789522971,-2.920700395583203,-3.1788052910073263,0.8163679146384525,-0.6150691601007816,0.05943847589497721,0.36397598646911455,0.1319528218087198,0.5848612467441061,-0.03703169644467541,-0.10424084726107008,-0.8995472144909827
2015-02-03,-0.4589059956826714,-0.464661804359882,-0.4403213907577264,-0.469716277474124,0.0,-0.004363274233542683,5.0016691279176015,-2.816363325048119,-2.4658243309726964,1.3240046593984882,-0.7153028827832288,0.7321514885089088,-0.3295507869441155,-0.20577304566867072,0.05906537525586411,-0.02338564656052622,-0.08428324084956917,-0.7708295122458099
2015-02-04,-0.4589059956826714,-0.4520768666358428,-0.4403213907577264,-0.469716277474124,0.1510009765625,0.10216590050231815,2.52398060502769,-2.7840337378397972,-2.1640577421738363,1.4811362115161786,-0.9079354195427025,0.8488357169734594,-0.3744979907401943,-0.15445396216084817,0.1399672391988839,-0.10150621184144998,-0.1851528881832488,-0.5629116326390795
2015-02-05,-0.44783902720629876,-0.4536285694320626,-0.4293792138950773,-0.4441100218464257,0.3719997406005859,0.25807758058922176,5.010336103459878,-2.7439836454653452,-1.7303180704260932,1.951910211920105,-1.0308447484195271,0.9211318195814773,-0.5598548002337669,-0.3040185267894403,-0.018849393300242656,-0.32836117966514694,-0.2873989781922591,-0.3761742259727131
2015-02-06,-0.4059914136178984,-0.4119085127719967,-0.3880034758018792,-0.3810275129242779,-0.1340007781982422,-0.09889903579210046,5.018947295420425,-2.606450845049876,-0.791239219236891,2.521086936181711,-1.3039314211830706,1.4977379651167397,-1.2977579110164348,-0.6580400160125766,-0.31792597720158305,-0.168125130676753,-0.40322035672033296,-0.6045233385882808
2015-02-09,-0.4151566076341541,-0.42104577009375405,-0.39706532269522404,-0.40375093007671414,-0.0009994506835937,-0.005068373358966949,5.019042221271465,-2.552034422301891,-0.46192323338407226,2.4715291025215347,-1.6147505636649169,1.3868880737190237,-0.9264028447276186,-0.41231949500022413,0.10663495136861656,-0.20156049850038232,-0.3516824557689343,-0.5185670789421765
2015-02-10,-0.456485075714365,-0.462248263668156,-0.4379277691873675,-0.40392041368055553,0.0,-0.004363274233542683,5.020691393915921,-2.516311276015949,-0.08701454778967987,2.4570469038998843,-1.7076183307034396,1.3070973494111677,-0.5059864416386539,-0.1272897566130985,0.4341534686043639,-0.20739716297880995,-0.18725108070492721,-0.08695526751200416
2015-02-11,-0.456485075714365,-0.461903660038056,-0.443399183725173,-0.40392041368055553,-0.2049999237060547,-0.14898798587758555,10.696975041963267,-2.4789320214523496,0.1674012760193059,2.2861834267145085,-1.6534621662539892,1.1721687579478939,-0.5750452315481116,0.09039906917794649,0.48288626372694754,0.04995029983210357,-0.27792621918689764,-0.12804631543303424
2015-02-12,-0.4687628340004999,-0.47448859776209645,-0.4500670829416773,-0.4386836355455703,0.0,-0.004363274233542683,5.016437580576413,-2.4718322639063826,0.1042612549307608,1.9567928612182872,-1.4879505728381826,0.8915758988838062,-0.44182930791882435,0.2571914742447685,0.6252008599604746,0.22239995815575317,-0.32208020901540824,-0.07364521867517987
2015-02-13,-0.4687628340004999,-0.46983381819369413,-0.45075092823228213,-0.4386836355455703,-0.0319995880126953,-0.02693855672828218,6.918623702694152,-2.45433746033281,0.14110257434897813,1.778271516340804,-1.4090513542352587,0.6843618290613471,-0.6275983333292888,0.3161897398757923,0.6701294470426651,0.45233087897124963,-0.5398121063230055,-0.10915265654754266
2015-02-16,-0.415675093491126,-0.41914913484717653,-0.3975779620833168,-0.4441100218464257,0.2919998168945312,0.201638701547864,-14.98487670926687,-2.3476463855147855,0.45832958506695165,1.6201750027676602,-1.1673695193523423,0.7619087179555968,-0.9097150875582471,0.3633725374380298,0.3702917996264705,0.35550647105868877,-0.8070483385765637,0.07453864579207009
2015-02-17,-0.43850100457105284,-0.44431901029525617,-0.42014648720570197,-0.3945936403974063,-0.1399993896484375,-0.10313097615366426,5.020429947588198,-2.3308408061096126,0.740136398771009,1.5662526407365025,-1.1719250359553885,0.8087833202137903,-0.719762376633378,0.3711989159885847,0.10108965087972513,-0.2690337954592813,-0.7830916550742818,0.5561814008279522
2015-02-18,-0.4464557386031556,-0.4522494972711508,-0.42801152331386766,-0.4183342826148829,0.0,-0.004363274233542683,5.017287250110294,-2.300102876845742,0.86080840001871,1.0328607625135282,-0.9443472887025632,0.5124774674817979,-0.6035865783085868,0.7832727562050195,-0.15700326338157344,-0.18504378236198601,-0.7724394666207179,0.10030883875312688
2015-02-19,-0.4464557386031556,-0.4522494972711508,-0.4825521800440433,-0.4183342826148829,-0.4169998168945312,-0.29855108261763447,5.172722315961255,-2.2905029951088687,0.8875293756481044,0.5129069782612421,-0.6827779611535401,0.2975341362229135,-0.20902184766019344,1.0372238652440324,-0.6081806551257427,-0.3326554232239478,-0.5243765564430977,-0.12849991597187965
2015-02-20,-0.5156251161445058,-0.5212080376206658,-0.49640094397162626,-0.4890477584557887,0.0,-0.004363274233542683,5.000041720098804,-2.3772125393572274,0.09003628638934894,-0.6677576251759852,-0.226946027624153,-0.22496488438815954,0.5074302155331828,1.6436417533353544,-0.12735544349846373,-0.0456991083148037,-0.19179801515359604,-0.6659004461667137
2015-02-23,-0.5156251161445058,-0.5212080376206658,-0.5010173073163142,-0.4890477584557887,-0.0600013732910156,-0.046693442721324474,6.219925508198547,-2.406414431326079,-0.2421529535471767,-1.1229614569620476,0.11733798526755435,-0.718974594503926,0.630933355498228,1.8138476368391887,-0.568093760791432,0.08253008471219139,0.18011400388590532,-1.1335120814311268
2015-02-24,-0.5054226205886962,-0.5110366405883526,-0.4892200792605476,-0.49922259664212904,0.069000244140625,0.044315477601093806,-0.06469345556854744,-2.4332307746442647,-0.5550320633518566,-1.3949828311568895,0.38862807608374683,-0.8769419145408623,0.4439818692078383,1.7258129949049423,-0.8002270390660391,0.3471113369382062,0.3141367036480436,-1.1698817646359254
2015-02-25,-0.4784465138737281,-0.48414276052900285,-0.463574087277198,-0.48752175913723206,0.1499996185302734,0.10145945576787584,-2.5264318268746626,-2.4216130183605196,-0.5865257518721924,-1.410377299046015,0.5956395207633316,-0.7997110390902045,0.18562824569040556,1.5784388400981972,-1.2025103227246259,0.3439083881032116,0.3086375448354818,-1.049271267188376
2015-02-26,-0.45077876285718776,-0.4565593443891966,-0.43946666567109044,-0.4620853105553654,0.2620010375976562,0.1804749629129911,0.642643274154648,-2.3946909490666313,-0.3753637280161034,-1.0985732818895764,0.6292911744516414,-0.6112758299456729,-0.09922948783547159,1.3328490191900586,-1.54147285319286,0.16610670485423762,0.24674781151985845,-0.9744514178029056
