Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
2015-01-27,-2.415872131749248,-2.4002847396356684,-2.410161498924003,-2.396603680448162,0.1103096008300781,0.6207134159007651,-11.7902929275911,-0.13079789778954093,-1.5127290540291876,2.6845343628095324,0.7550249503257112,1.644375175378505,-0.6309416984154022,0.5193092245971609
2015-01-28,-2.392885457333051,-2.3408866778969393,-2.3759860970369706,-2.3369136172824523,0.056950569152832,0.31176228885219126,-11.89520544050277,1.3723761888799844,-0.2744331670038782,2.342775491255913,2.148570606755019,0.9351200317071726,-0.533059479304182,0.6562422009353419
2015-01-29,-2.333505362286878,-2.267881270331227,-2.317749197190804,-2.3060968701953866,0.1768198013305664,1.0058103855973672,-11.811659086488934,1.552094084962755,-0.19638907336129194,2.261817134651766,2.247778676337231,0.6256476396338009,-0.40896627873835134,0.7094692944419558
2015-01-30,-2.305422619554721,-2.1817470348367807,-2.295730483700069,-2.210417210120939,-0.1028900146484375,-0.6137216819253852,-11.588013663195278,2.9734657560959055,0.36790164598872444,2.694899873579838,2.1150866891025464,0.05393687165996705,-0.6080509843864492,0.5393567046557135
2015-02-02,-2.2119407628735255,-2.221797563587716,-2.246256977362926,-2.2660924317450903,-0.1829900741577148,-1.077504529630283,-11.693497118493367,2.338351905732123,-0.38041809697314766,2.141102900844155,1.5027561905959395,0.10302766085181947,-0.7897485879230727,0.4241595157087656
2015-02-03,-2.2622588333129454,-2.2624862851711693,-2.359480440424815,-2.3651109124845613,0.2056398391723632,1.1726796651349602,-11.48956112114743,1.4963353189658648,-1.3020933368400323,2.205165115629165,0.7785905838347384,0.025549631112534193,0.48669719415595203,0.1760541436041137
2015-02-04,-2.361079992635629,-2.2616356993308453,-2.366618403790307,-2.2538363280674463,-0.0898399353027343,-0.5381611517734183,-11.48729916218423,2.102001257605457,-1.2234020557512373,2.0380428518922327,0.8320167988089708,-0.36360585562942027,0.4818612549833101,0.09734667152662954
2015-02-05,-2.247982730516193,-2.2578247908996394,-2.3095126022398964,-2.3024499697873906,0.0412302017211914,0.22074067389859472,-11.497358363359197,2.1888074937496254,-1.410150676727017,1.7439821987362594,0.5326637713357312,-0.2527407656232078,0.18938042693364937,0.02385735556549906
2015-02-06,-2.2987274916792053,-2.2369464061610813,-2.312916893916154,-2.2801397327223154,-0.0232200622558593,-0.1524291732367493,-11.42252528559524,2.1715121057539912,-1.4485506530265475,1.5927249112350976,0.4987870942826216,-0.17875947448824203,0.6281782654798183,0.0883889830161445
2015-02-09,-2.2670034486415984,-2.282232245137804,-2.284803341043791,-2.2927044321893995,0.1362495422363281,0.7709068111166004,-11.56291411116038,2.1800021816953237,-1.7110935575809632,1.2543447364487288,0.07945771691875525,0.06098609103697135,0.4309367062918259,0.4170740619312016
2015-02-10,-2.2880447637805426,-2.21828927717479,-2.278818469552029,-2.218977905022347,0.1230506896972656,0.694484877668543,-11.499847844808356,2.73030529553315,-1.5360592714264727,1.2997681607317535,0.3651083397605581,-0.6680357878826861,-1.6430065629965582,0.16919123864910102
2015-02-11,-2.2150260253882044,-2.1333356223848248,-2.2057338099475783,-2.15239346100892,-0.1459999084472656,-0.8633298524157021,-11.273865145209438,3.3873671180488714,-1.2295940699075425,1.3738468472228407,0.720171707576571,-1.2081876576288586,-0.9164096475980807,0.2921744907882701
