Date,Open,High,Low,Close,BB_UPPER,BB_MIDDLE,BB_LOWER,DEMA,EMA,HT_TRENDLINE,KAMA,MA,MAMA,FAMA,MAVP,MIDPOINT,MIDPRICE,SAR,SAREXT,SMA,T3,TEMA,TRIMA,WMA,APO,CCI,MACD,MACD_signal,MACD_hist,MACDEXT,MACDEXT_signal,MACDEXT_hist,MACDFIX,MACDFIX_signal,MACDFIX_hist,MINUS_DM,MOM,PLUS_DM,PPO,ROC,ROCP,ROCR,ROCR100,TRIX,ATR,NATR,TRANGE,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR_inphase,HT_PHASOR_quadrature,HT_SINE_sine,HT_SINE_leadsine,AVGPRICE,MEDPRICE,TYPPRICE,WCLPRICE,BETA,LINEARREG,LINEARREG_ANGLE,LINEARREG_INTERCEPT,LINEARREG_SLOPE,STDDEV,TSF,VAR,ADX,ADXR,AROON_down,AROON_up,AROONOSC,CMO,DX,MINUS_DI,PLUS_DI,RSI,STOCH_slowk,STOCH_slowd,STOCHF_fastk,STOCHF_fastd,STOCHRSI_fastk,STOCHRSI_fastd,ULTOSC,WILLR,BOP,HT_TRENDMODE,CORREL,PATTERN_SUM,DAILY_CLOSEPRICE_CHANGE,RF_1_Predicted_Close_Price_Change,RF_2_Predicted_Close_Price_Change,RF_3_Predicted_Close_Price_Change,RF_4_Predicted_Close_Price_Change,RF_5_Predicted_Close_Price_Change,GBT_1_Predicted_Close_Price_Change,GBT_2_Predicted_Close_Price_Change,GBT_3_Predicted_Close_Price_Change,GBT_4_Predicted_Close_Price_Change,GBT_5_Predicted_Close_Price_Change,GRNN_1_Predicted_Close_Price_Change,GRNN_2_Predicted_Close_Price_Change,GRNN_3_Predicted_Close_Price_Change,GRNN_4_Predicted_Close_Price_Change,GRNN_5_Predicted_Close_Price_Change,CNN_1_Predicted_Close_Price_Change,CNN_2_Predicted_Close_Price_Change,CNN_3_Predicted_Close_Price_Change,CNN_4_Predicted_Close_Price_Change,CNN_5_Predicted_Close_Price_Change,LSTM_1_Predicted_Close_Price_Change,LSTM_2_Predicted_Close_Price_Change,LSTM_3_Predicted_Close_Price_Change,LSTM_4_Predicted_Close_Price_Change,LSTM_5_Predicted_Close_Price_Change,CNN_LSTM_1_Predicted_Close_Price_Change,CNN_LSTM_2_Predicted_Close_Price_Change,CNN_LSTM_3_Predicted_Close_Price_Change,CNN_LSTM_4_Predicted_Close_Price_Change,CNN_LSTM_5_Predicted_Close_Price_Change,Ensemble_Predicted_Close_Price_Change
2017-05-09,32442.0,32442.0,32442.0,32442.0,32441.99999993907,32438.4,32434.80000006093,32446.977100862725,32430.8684949872,32432.46461538462,32438.907596817688,32430.6,32441.08717810849,32436.077561157505,32442.0,32439.0,32439.0,32431.86805434641,32431.86805434641,32430.6,32439.918904144448,32440.58547101425,32432.625,32435.94623655914,6.333333333332121,188.1720430106152,5.689738673125248,6.448978868443138,-0.75924019531789,6.333333333332121,9.054131054131076,-2.720797720798954,5.420783388504788,6.139801946698181,-0.719018558193393,4.287189299381201,3.0,14.769888872596018,0.0195274360476432,0.0092481272542244,9.248127254231018e-05,1.0000924812725422,100.00924812725422,0.0047906961432531,2.7966237958649667,0.0086203803583779,0.0,23.00908015361736,227.2778091146408,-0.0652680251146075,-1.83731075240358,-0.7346518860744154,-0.999209863376596,32442.0,32442.0,32442.0,32442.0,1.0000000000000082,32440.6,13.828650972280156,32437.4,0.2461538461538461,2.227105753696257,32440.846153846152,4.960000038146973,57.69948134300629,60.24454177733685,64.28571428571429,100.0,35.714285714285715,52.92139170045223,55.00685613301029,10.95697547744128,37.74811394610588,76.46069585022613,91.66666666666669,80.55555555555559,100.0,91.66666666666669,39.22748782896444,30.6041493225418,72.26058494351176,-0.0,0.0,1,1.0,1.0,0.0,0.09265343,0.66087073,0.21386783,0.7415187,0.43394247,3.1665795,3.0548518,3.4061687,-1.039071,3.5101938,-864.0113,-3194.3875,-585.89264,3528.61,1836.7122,-2476.4004,728.4279,185.66222,1173.3416,227.50818,-1.3042196,-298.98636,106.04996,98.25953,-14.319936,-4.8236103,69.80496,-165.61525,-162.72461,-244.55385,2.2184579233333332
2017-05-10,32443.0,32443.0,32443.0,32442.0,32442.12264961118,32438.8,32435.477350388817,32447.327826187648,32431.586656600924,32433.65630769231,32439.69287756961,32431.5,32441.13281920306,32436.20394260864,32442.0,32439.0,32439.5,32432.88124891177,32432.88124891177,32431.5,32440.59623018907,32441.004828833426,32433.679166666665,32436.681720430108,5.544871794871142,162.105263157924,5.533025983575499,6.26578829146961,-0.7327623078941112,5.544871794871142,8.382478632478321,-2.8376068376071792,5.271176584974455,5.966076874353435,-0.69490028937898,3.980961492282544,3.0,14.714896810267732,0.0170958414612675,0.0092481272542244,9.248127254231018e-05,1.0000924812725422,100.00924812725422,0.0046976243765151,2.6682935247317547,0.0082248120483686,1.0,23.0458619497666,232.15239836967908,-1.6142460754867372,0.0163558099914184,-0.7896455333830126,-0.9922184864047328,32442.75,32443.0,32442.666666666668,32442.5,1.0000000000000129,32441.08571428572,14.892221822702206,32437.62857142857,0.2659340659340659,1.2649110734916735,32441.351648351647,1.600000023841858,57.6790497913667,60.64348981439822,57.142857142857146,100.0,42.85714285714286,52.92139170045221,57.413439620052046,10.663479830146992,39.41560490930959,76.4606958502261,95.23809523809524,92.85714285714288,85.71428571428571,95.23809523809524,39.22748782896426,39.227487828964335,66.0921157156097,-14.285714285714285,0.0,1,1.0,0.0,1.0,0.09265343,0.66087073,0.21386783,0.7415187,0.43394247,3.1665795,3.0548518,3.4061687,-1.039071,3.5101938,-793.5344,-3003.3625,-410.97913,3704.9456,2092.1729,-2477.4443,735.7871,190.86363,1182.6696,228.56586,-1.1156405,-298.9684,104.172775,98.513626,-14.352122,-4.8229914,70.47078,-163.90698,-161.98813,-242.43777,2.2184579233333332
2017-05-11,32445.0,32445.0,32445.0,32443.0,32442.81696171125,32439.05,32435.283038288744,32447.73745021836,32432.32300133635,32435.164666666667,32440.54701911652,32432.43333333333,32441.226178242905,32436.329498499497,32442.5,32439.5,32440.5,32434.09549904236,32434.09549904236,32432.43333333333,32441.318396096147,32441.516746227742,32434.666666666668,32437.42365591398,4.801282051284943,166.28352490431618,5.426963038960821,6.098023240967852,-0.6710602020070313,4.801282051284943,7.667378917378907,-2.8660968660939643,5.169247499117773,5.806710999306302,-0.6374635001885292,3.696607099976648,4.0,15.663832752391466,0.0148027284452402,0.0123308363389806,0.0001233083633897,1.0001233083633898,100.01233083633898,0.0046060677316939,2.691986844393772,0.0082975891390863,3.0,23.139274916530468,238.1578195208685,-0.4078856431232329,5.232566968860684,-0.849504524052291,-0.973746748256564,32444.5,32445.0,32444.33333333333,32444.0,1.0000000000000149,32441.685714285715,16.29404745659891,32437.88571428572,0.2923076923076923,1.3564660089285692,32441.978021978022,1.840000033378601,57.97431607229926,61.17106078111131,50.0,100.0,50.0,55.58332761886924,61.81277772442252,9.814162190452407,41.58607907155226,77.79166380943462,87.83068783068784,91.57848324514994,77.77777777777779,87.83068783068784,47.92609709034355,42.12702424942407,57.35620968179108,-22.22222222222222,0.0,1,1.0,-1.0,2.0,0.09265343,0.66087073,0.21386783,0.7415187,0.43394247,3.1665795,3.0548518,3.4061687,-1.039071,3.5101938,-644.01825,-2915.0906,-232.51807,3845.7292,2094.0542,-2467.3662,756.8471,191.48169,1193.7871,228.82907,-1.2741617,-297.46405,102.01971,98.53695,-14.504777,-4.8228674,70.79169,-165.26205,-162.83711,-249.09082,2.2184579233333332
2017-05-12,32448.0,32448.0,32448.0,32445.0,32443.93431356061,32439.4,32434.86568643939,32448.325945545053,32433.140872217875,32436.586166666668,32441.73324503345,32433.43333333333,32443.113089121453,32438.025396154982,32444.0,32440.5,32442.0,32435.622129176427,32435.622129176427,32433.43333333333,32442.21802494448,32442.29200016383,32435.595833333333,32438.23440860215,4.14743589743739,175.50349362925144,5.441563717235113,5.966731336221304,-0.5251676189861918,4.14743589743739,6.95584045584029,-2.8084045584029003,5.180951720994926,5.681559143644027,-0.5006074226491011,3.432563735692602,6.0,17.544987555792076,0.0127864147011799,0.018496254508471,0.0001849625450846,1.0001849625450847,100.01849625450848,0.0045172657829661,2.8568449269370744,0.0088051931790324,5.0,23.25878244099505,234.2083206544985,1.637478316240859,4.78746854966934,-0.811148759637836,-0.9871130362674332,32447.25,32448.0,32447.0,32446.5,1.0000000000000218,32442.914285714287,22.557246634705653,32437.51428571429,0.4153846153846154,1.1661904362128872,32443.32967032967,1.3600001335144043,58.63857443082414,61.02489304389339,42.85714285714286,100.0,57.142857142857146,60.405309873247006,67.27393309164768,8.58664363832896,43.88922315235759,80.2026549366235,79.4973544973545,87.5220458553792,75.0,79.4973544973545,63.68325307818561,50.278945999164456,65.92996172828106,-25.0,0.0,1,1.0,-1.0,5.0,0.09265343,0.66087073,0.21386783,0.7415187,0.43394247,3.1665795,3.0548518,3.4061687,-1.039071,3.5101938,-622.24677,-2939.8457,-218.70543,3855.1013,2135.3267,-2459.2808,758.19904,190.9695,1189.3237,228.05226,-1.3278679,-296.1292,100.04852,98.798225,-14.695682,-4.8232822,70.55199,-181.3519,-163.84361,-244.74846,2.2184579233333332
2017-05-15,32448.0,32448.0,32448.0,32450.0,32446.418722599494,32440.0,32433.581277400503,32449.451461453034,32434.22855788124,32438.05083333333,32444.0804654085,32434.6,32443.45743466538,32438.161197117744,32447.5,32443.0,32442.0,32437.6025885082,32437.6025885082,32434.6,32443.734761973144,32443.84219245428,32436.479166666668,32439.30322580645,3.717948717949184,162.56830601097298,5.78985127181295,5.931355323339633,-0.1415040515266836,3.717948717949184,6.272792022792095,-2.554843304842911,5.506868458585814,5.646621006632385,-0.1397525480465713,3.187380611714559,11.0,16.291774158949785,0.0114618435229136,0.0339097999321857,0.0003390979993218,1.000339097999322,100.0339097999322,0.0044347107128084,2.867070289298712,0.0088353475787325,3.0,23.348452159768755,207.4881790391515,2.6695240531112385,4.601864883503369,-0.4615656000460884,-0.9536548904277576,32448.5,32448.0,32448.666666666668,32449.0,1.0000000000000322,32445.257142857143,33.2225957613511,32436.742857142857,0.654945054945055,3.006659249506624,32445.91208791209,9.039999842643738,59.25538576374011,60.8891658593339,35.714285714285715,100.0,64.28571428571429,69.36067782062987,67.27393309164768,7.944575028363119,40.607394571964925,84.68033891031493,89.81481481481482,85.71428571428574,116.66666666666669,89.81481481481482,92.94738600760924,68.18557872537946,71.37294634165724,16.666666666666668,0.0,1,1.0,1.0,-2.0,0.09265343,0.66087073,0.21386783,0.7415187,0.43394247,3.1665795,3.0548518,3.4061687,-1.039071,3.5101938,-555.84625,-3367.4612,-469.0356,3447.3862,2504.4797,-2437.7043,722.92896,183.96783,1156.9552,224.9991,0.11120049,-296.6881,99.72109,100.1332,-14.362393,-4.825246,68.28553,-182.13068,-166.1583,-208.77524,2.2184579233333332
2017-05-16,32446.0,32446.0,32446.0,32448.0,32447.69072823815,32440.55,32433.409271761848,32450.1889776162,32435.11703801793,32439.17083333333,32445.011213373888,32435.7,32443.68456293211,32438.299281263106,32449.0,32443.0,32442.0,32439.266174346885,32439.266174346885,32435.7,32445.30573945699,32444.800372577607,32437.3,32440.16774193549,3.198717948715057,102.94784580500742,5.837200765894522,5.912524411850611,-0.0753236459560886,3.198717948715057,5.623219373219197,-2.42450142450414,5.551168223355489,5.627530449977006,-0.0763622266215167,4.959710568020662,9.0,15.128076004739086,0.0098607519544553,0.0277443817626954,0.0002774438176269,1.000277443817627,100.0277443817627,0.0043554061611494,2.94799384006309,0.0090852867358946,4.0,23.38440155947482,168.04743466568735,4.286043333251801,1.7098739822521651,0.2071018199695002,-0.5453331761824604,32446.5,32446.0,32446.666666666668,32447.0,1.0000000000000149,32446.77142857143,38.27382797400766,32436.51428571429,0.789010989010989,3.0066592891550443,32447.56043956044,9.040000081062315,58.63854684804097,60.16833732553954,28.571428571428573,92.85714285714286,64.28571428571429,54.32486008825435,50.61964094395219,12.022233421730911,36.67013597997963,77.16243004412718,97.22222222222224,88.84479717813053,100.0,97.22222222222224,43.81370759170319,66.81478222583267,68.6935208954543,-0.0,0.0,1,1.0,1.0,0.0,0.09265343,0.66087073,0.21386783,0.7415187,0.43394247,3.1665795,3.0548518,3.4061687,-1.039071,3.5101938,-266.60718,-2704.44,-512.0995,3247.581,3004.8857,-2390.575,730.7389,189.22292,1159.9462,220.67386,1.2691671,-296.73248,99.75843,100.28718,-14.200593,-4.824132,70.55292,-152.59966,-162.87314,-244.99637,2.2184579233333332
2017-05-17,32446.0,32446.0,32446.0,32448.0,32448.73937171065,32441.1,32433.460628289347,32450.82528894061,32435.948196855486,32439.92916666667,32445.72094229866,32436.8,32443.900334785507,32438.43930760117,32448.0,32443.0,32442.0,32440.663586451385,32440.663586451385,32436.8,32446.631604915543,32445.602059134144,32438.05833333333,32440.96129032258,2.679487179484568,90.23437499994736,5.807777141417319,5.891574957763952,-0.0837978163466335,2.679487179484568,4.9950142450139134,-2.315527065529346,5.523548270895844,5.606734014160773,-0.083185743264929,4.605445527447758,12.0,14.047499147257724,0.0082597856723859,0.0369959304476585,0.0003699593044765,1.0003699593044766,100.03699593044766,0.004278539725333,2.8802799943442983,0.0088766025466725,2.0,23.3539757671764,153.04909201036844,3.214788078585178,-0.2180861126294108,0.4532269034569425,-0.3098317624428752,32446.5,32446.0,32446.666666666668,32447.0,1.0000000000000144,32448.02857142857,41.46112744426429,32436.542857142857,0.8835164835164835,2.4819347224738606,32448.91208791209,6.159999966621399,58.06576785489177,59.498996544159056,21.42857142857143,85.71428571428572,64.28571428571429,54.32486008825435,50.61964094395218,11.4257110466701,34.85062742102577,77.16243004412718,105.55555555555556,97.53086419753087,100.0,105.55555555555556,43.81370759170319,60.1916003970052,67.58730158730158,-0.0,0.0,1,1.0,1.0,0.0,0.09265343,0.66087073,0.21386783,0.7415187,0.43394247,3.1665795,3.0548518,3.4061687,-1.039071,3.5101938,-209.353,-2559.8682,-503.32773,3204.2136,3268.1199,-2375.539,736.94104,184.34222,1160.3027,219.7867,2.211915,-296.5845,99.96517,100.39064,-14.347718,-4.824706,70.17157,-150.61285,-163.98895,-232.35695,2.2184579233333332
2017-05-18,32446.0,32446.0,32446.0,32448.0,32449.606758100254,32441.65,32433.69324189975,32451.370384328813,32436.72573254223,32440.483333333337,32446.26213622589,32437.9,32445.95016739275,32440.31702254906,32448.0,32443.0,32442.0,32441.837412619163,32441.837412619163,32437.9,32447.60731609845,32446.26669294026,32438.754166666666,32441.683870967743,2.891025641023589,77.70114942520067,5.718538949684444,5.85696775614805,-0.1384288064636063,2.891025641023589,4.474358974358539,-1.5833333333349504,5.439692165226006,5.57332564437382,-0.1336334791478135,4.276485132630061,8.0,13.044106351025029,0.0089117260926582,0.0246609124537666,0.0002466091245376,1.0002466091245377,100.02466091245375,0.0042034379490019,2.817402851891134,0.0086828243709662,2.0,23.229784442602,152.2089571656552,3.277529977886128,1.969211370165316,0.4662483462996633,-0.2958573870377207,32446.5,32446.0,32446.666666666668,32447.0,1.000000000000017,32449.02857142857,43.18169703554817,32436.82857142857,0.9384615384615383,1.6000000193715094,32449.96703296704,2.5600000619888306,57.53390164696752,58.87746581859147,14.285714285714286,78.57142857142857,64.28571428571429,54.324860088254354,50.619640943952206,10.846146599812911,33.08284382126643,77.16243004412718,100.0,100.92592592592594,100.0,100.0,43.81370759170319,43.81370759170318,69.3717486994798,-0.0,0.0,1,1.0,1.0,0.0,0.09265343,0.66087073,0.21386783,0.7415187,0.43394247,3.1665795,3.0548518,3.4061687,-1.039071,3.5101938,-209.82051,-2538.092,-502.86746,3203.7136,3287.1846,-2374.6306,738.3147,186.35545,1164.845,220.37575,3.217835,-296.25504,100.14956,100.39232,-14.433545,-4.824252,70.61685,-132.99905,-162.78282,-239.63487,2.2184579233333332
2017-05-19,32446.0,32446.0,32446.0,32448.0,32450.31418509006,32442.2,32434.08581490994,32451.833385040743,32437.45310463628,32440.916666666664,32446.6748161332,32439.0,32446.975083696376,32441.98153783589,32448.0,32443.0,32442.0,32442.82342660009,32442.82342660009,32439.0,32448.24176606824,32446.81164890043,32439.3875,32442.335483870967,3.506410256410163,66.66666666656273,5.58345445246232,5.802265095410904,-0.2188106429485845,3.506410256410163,4.091168091167573,-0.5847578347574096,5.312563765284722,5.521173268556,-0.208609503271278,3.9710219088707706,9.0,12.112384468808957,0.0108085507294484,0.0277443817626954,0.0002774438176269,1.000277443817627,100.0277443817627,0.0041295486882697,2.75901693389891,0.0085028874935247,2.0,23.017667746712185,156.5048545467692,4.034070724523375,4.3120538387774205,0.3986713669887415,-0.3665800576653869,32446.5,32446.0,32446.666666666668,32447.0,1.0000000000000702,32449.771428571432,43.64680804622031,32437.37142857143,0.953846153846154,0.7999999910593032,32450.725274725275,0.6399999856948853,57.040025882466416,58.300330144850136,7.142857142857143,71.42857142857143,64.28571428571429,54.32486008825435,50.61964094395219,10.28434886591402,31.36925213055121,77.16243004412718,100.0,101.85185185185186,100.0,100.0,43.81370759170319,43.81370759170318,74.79791916766708,-0.0,0.0,1,1.0,1.0,0.0,0.09265343,0.66087073,0.21386783,0.7415187,0.43394247,3.1665795,3.0548518,3.4061687,-1.039071,3.5101938,-223.37204,-2537.514,-506.5286,3211.0098,3355.291,-2379.7266,736.6714,188.6781,1167.7767,221.2621,4.1143374,-295.71448,100.34042,100.35797,-14.5083685,-4.823824,70.873405,-113.66036,-162.00583,-243.60649,2.2184579233333332
2017-05-22,32446.0,32446.0,32446.0,32448.0,32450.99925146574,32442.65,32434.300748534264,32452.22261507048,32438.133549498456,32441.35,32446.98949946077,32440.1,32447.02632951156,32442.10765762778,32448.0,32443.0,32443.0,32443.65167834408,32443.65167834408,32440.1,32448.59648686497,32447.252435128223,32439.95833333333,32442.91612903226,3.7884615384609774,58.33333333321791,5.413989909597149,5.724610058248153,-0.3106201486510045,3.7884615384609774,3.8084045584041126,-0.0199430199431338,5.15284271847122,5.447507158539044,-0.294664440067824,3.6873774868085727,6.0,11.247214149608316,0.0116778386632473,0.018494544109493,0.0001849454410948,1.000184945441095,100.01849454410949,0.004056425375154,2.7048014386204167,0.0083358032501861,2.0,22.870931054156863,161.44030808389897,6.699459742187735,3.156106028887488,0.3182924670255713,-0.445265210189476,32446.5,32446.0,32446.666666666668,32447.0,1.0000000000000702,32450.257142857143,42.91269502722346,32438.17142857143,0.9296703296703296,0.0,32451.18681318681,0.0,56.581426958286826,58.14504038596847,0.0,64.28571428571429,64.28571428571429,54.324860088254354,50.61964094395219,9.7409834396775,29.71188254139512,77.16243004412718,100.0,100.0,100.0,100.0,47.138181581692166,44.92186558836617,79.42234848484848,-0.0,0.0,1,1.0,1.0,0.0,0.09265343,0.66087073,0.21386783,0.7415187,0.43394247,3.1665795,3.0548518,3.4061687,-1.039071,3.5101938,-233.93655,-2540.836,-510.30707,3216.3455,3406.589,-2385.6682,734.5079,190.90152,1170.7314,222.32458,4.54443,-295.08435,102.92965,100.97293,-14.601377,-4.8234234,71.091385,-109.019615,-161.31299,-249.02498,2.2184579233333332
